C00078;L-Tryptophan_Tryptophan;CHEMBL54976;16828;
C00079;L-Phenylalanine_(S)-alpha-Amino-beta-phenylpropionic acid;CHEMBL301523;17295;
C00080;H+_Hydron;;15378;
C00081;ITP_Inosine 5'-triphosphate;CHEMBL1233686;16039;
C00082;L-Tyrosine_(S)-3-(p-Hydroxyphenyl)alanine;CHEMBL925;17895;
C00083;Malonyl-CoA_Malonyl coenzyme A;;15531;
C00084;Acetaldehyde_Ethanal;CHEMBL170365;15343;
C00085;D-Fructose;CHEMBL604196;15946;
C00086;Urea_Carbamide;CHEMBL985;16199;
C00087;Sulfur_S;CHEMBL2105487;17909;comment: usually
C00088;Nitrite;CHEMBL1161681;16301;
C00089;Sucrose_Cane sugar;CHEMBL253582;17992;
C00090;Catechol_1,2-Benzenediol;CHEMBL280998;18135;
C00091;Succinyl-CoA_Succinyl coenzyme A;;15380;
C00092;D-Glucose;CHEMBL257975;4170;
C00093;sn-Glycerol;CHEMBL1232920;15978;
C00094;Sulfite_Sulfurous acid;CHEMBL1161699;48854;comment: Bisulfite
C00095;D-Fructose_Levulose;CHEMBL604608;15824;comment: D-Fructose
C00096;GDP-mannose_GDP-D-mannose;;15820;
C00097;L-Cysteine_L-2-Amino-3-mercaptopropionic acid;CHEMBL863;17561;
C00098;Oligopeptide;;;
C00099;beta-Alanine_3-Aminopropionic acid;CHEMBL297569;16958;
C00100;Propanoyl-CoA_Propionyl-CoA;;15539;
C00101;Tetrahydrofolate_5,6,7,8-Tetrahydrofolate;CHEMBL2021342;15635;
C00103;D-Glucose;;29042;
C00104;IDP_Inosine 5'-diphosphate;CHEMBL1233551;17808;
C00105;UMP_Uridylic acid;CHEMBL214393;16695;
C00106;Uracil;CHEMBL566;17568;
C00107;Dipeptide;;46761;
C00108;Anthranilate_Anthranilic acid;CHEMBL14173;16567;
C00109;2-Oxobutanoate_2-Ketobutyric acid;CHEMBL171246;16763;
C00110;Dolichyl;;16214;comment: Generic
C00111;Glycerone;CHEMBL1161998;16108;
C00112;CDP_Cytidine 5'-diphosphate;CHEMBL425252;17239;
C00114;Choline_Bilineurine;CHEMBL920;15354;
C00116;Glycerol_Glycerin;CHEMBL692;17754;
C00117;D-Ribose;CHEMBL1235722;17797;
C00118;D-Glyceraldehyde;CHEMBL1232918;29052;
C00119;5-Phospho-alpha-D-ribose;CHEMBL606077;17111;
C00120;Biotin_D-Biotin;CHEMBL857;15956;
C00121;D-Ribose;CHEMBL444125;47013;
C00122;Fumarate_Fumaric acid;CHEMBL503160;18012;
C00123;L-Leucine_2-Amino-4-methylvaleric acid;CHEMBL291962;15603;
C00124;D-Galactose_D-Galactopyranose;CHEMBL1233058;4139;comment: Galactose
C00127;Glutathione;CHEMBL1372;17858;
C00128;CMP-N-acetylneuraminate_CMP-N-acetyl-beta-neuraminate;CHEMBL1234647;16556;
C00129;Isopentenyl;CHEMBL356362;16584;
C00130;IMP_Inosinic acid;CHEMBL1207374;17202;
C00131;dATP_2'-Deoxyadenosine 5'-triphosphate;CHEMBL335538;16284;
C00132;Methanol_Methyl alcohol;CHEMBL14688;17790;
C00133;D-Alanine_D-2-Aminopropionic acid;CHEMBL66693;15570;
C00134;Putrescine_1,4-Butanediamine;CHEMBL46257;17148;
C00135;L-Histidine_(S)-alpha-Amino-1H-imidazole-4-propionic acid;CHEMBL17962;15971;
C00136;Butanoyl-CoA_Butyryl-CoA;CHEMBL1949894;15517;
C00137;myo-Inositol_D-myo-Inositol;CHEMBL1222251;17268;
C00140;N-Acetyl-D-glucosamine_N-Acetylchitosamine;CHEMBL240524;506227;
C00141;3-Methyl-2-oxobutanoic;CHEMBL146554;11851;
C00143;5,10-Methylenetetrahydrofolate_(6R)-5,10-Methylenetetrahydrofolate;CHEMBL3274193;1989;
C00144;GMP_Guanosine 5'-phosphate;CHEMBL283807;17345;
C00146;Phenol_Benzenol;CHEMBL14060;15882;
C00147;Adenine_6-Aminopurine;CHEMBL226345;16708;
C00148;L-Proline_2-Pyrrolidinecarboxylic acid;CHEMBL54922;17203;
C00149;(S)-Malate_L-Malate;;15589;
C00151;L-Amino;;15705;comment: Generic
C00152;L-Asparagine_2-Aminosuccinamic acid;CHEMBL58832;17196;
C00153;Nicotinamide_Nicotinic acid amide;CHEMBL1140;17154;
C00154;Palmitoyl-CoA_Hexadecanoyl-CoA;;15525;
C00155;L-Homocysteine_L-2-Amino-4-mercaptobutyric acid;CHEMBL469662;17588;comment: Homocysteine
C00156;4-Hydroxybenzoate_Hydroxybenzoic acid;CHEMBL441343;17879;
C00157;Phosphatidylcholine_Lecithin;;16110;comment: Generic
C00158;Citrate_Citric acid;CHEMBL1261;16947;
C00159;D-Mannose_Mannose;CHEMBL365590;4208;comment: alpha-D-Mannose
C00160;Glycolate_Glycolic acid;CHEMBL252557;17497;
C00162;Fatty;;35366;comment: Generic
C00163;Propanoate_Propionate;CHEMBL14021;17272;
C00164;Acetoacetate_3-Oxobutanoic acid;CHEMBL1230762;13705;
C00165;Diacylglycerol_Diglyceride;;18035;comment: Generic
C00166;Phenylpyruvate_Phenylpyruvic acid;CHEMBL1162488;18005;
C00167;UDP-glucuronate_UDPglucuronate;CHEMBL228057;17200;
C00168;Hydroxypyruvate_Hydroxypyruvic acid;;17180;
C00169;Carbamoyl;CHEMBL369105;17672;
C00170;5'-Methylthioadenosine_Methylthioadenosine;CHEMBL277041;17509;
C00173;Acyl-[acyl-carrier;;16018;comment: Generic
C00175;Cobalt;;27638;
C00178;Thymine_5-Methyluracil;CHEMBL993;17821;
C00179;Agmatine_(4-Aminobutyl) guanidine;CHEMBL58343;17431;
C00180;Benzoate_Benzoic acid;CHEMBL541;16150;
C00181;D-Xylose_Wood sugar;CHEMBL502135;15936;
C00182;Glycogen;;28087;
C00183;L-Valine_2-Amino-3-methylbutyric acid;CHEMBL43068;16414;
C00184;Glycerone_Dihydroxyacetone;CHEMBL1229937;16016;
C00185;Cellobiose_1-beta-D-Glucopyranosyl-4-D-glucopyranose;CHEMBL1231670;17057;
C00186;(S)-Lactate_L-Lactate;CHEMBL330546;16651;
C00187;Cholesterol_Cholest-5-en-3beta-ol;CHEMBL112570;16113;
C00188;L-Threonine_2-Amino-3-hydroxybutyric acid;CHEMBL291747;16857;
C00189;Ethanolamine_Aminoethanol;CHEMBL104943;16000;
C00190;UDP-D-xylose_UDP-xylose;;16082;
C00191;D-Glucuronate_Glucuronic acid;CHEMBL1159524;15748;
C00192;Hydroxylamine_NH2OH;CHEMBL1191361;15429;
C00194;Cobamide;CHEMBL3833359;18408;comment: Coordination
C00195;N-Acylsphingosine_Ceramide;;17761;comment: Generic
C00197;3-Phospho-D-glycerate_D-Glycerate 3-phosphate;CHEMBL1160563;17794;
C00198;D-Glucono-1,5-lactone_Gluconic lactone;CHEMBL1200829;16217;
C00199;D-Ribulose;;17363;
C00203;UDP-N-acetyl-D-galactosamine_UDP-N-acetyl-alpha-D-galactosamine;;67168;
C00204;2-Dehydro-3-deoxy-D-gluconate_2-Keto-3-deoxy-D-gluconate;;17032;
C00206;dADP_2'-Deoxyadenosine 5'-diphosphate;;16174;
C00207;Acetone_Dimethyl ketone;CHEMBL14253;15347;
C00208;Maltose_Malt sugar;CHEMBL1908365;17306;
C00209;Oxalate_Oxalic acid;CHEMBL146755;16995;
C00212;Adenosine;CHEMBL477;16335;
C00213;Sarcosine_N-Methylglycine;CHEMBL304383;15611;
C00214;Thymidine_Deoxythymidine;CHEMBL52609;17748;
C00217;D-Glutamate_D-Glutamic acid;CHEMBL76232;15966;
C00218;Methylamine_Methanamine;CHEMBL43280;16830;
C00219;Arachidonate_Arachidonic acid;CHEMBL15594;15843;
C00221;beta-D-Glucose;CHEMBL1222250;15903;comment: D-Glucose
C00222;3-Oxopropanoate_Malonate semialdehyde;;17960;
C00223;p-Coumaroyl-CoA_4-Coumaroyl-CoA;CHEMBL250086;15499;
C00224;Adenylyl;CHEMBL572546;17709;
C00226;Primary;;15734;comment: Generic
C00227;Acetyl;;15350;
C00229;Acyl-carrier;;18359;comment: Generic
C00230;3,4-Dihydroxybenzoate_3,4-Dihydroxybenzoic acid;CHEMBL37537;36062;
C00231;D-Xylulose;;16332;
C00232;Succinate;;16265;
C00233;4-Methyl-2-oxopentanoate_2-Oxoisocaproate;CHEMBL445647;17865;
C00234;10-Formyltetrahydrofolate_10-Formyl-THF;;15637;
C00235;Dimethylallyl;CHEMBL343480;16057;
C00236;3-Phospho-D-glyceroyl;;16001;
C00237;CO_Carbon monoxide;CHEMBL1231840;17245;
C00238;Potassium;;26216;
C00239;dCMP_Deoxycytidylic acid;CHEMBL374699;15918;
C00242;Guanine_2-Amino-6-hydroxypurine;CHEMBL219568;16235;
C00243;Lactose_1-beta-D-Galactopyranosyl-4-D-glucopyranose;CHEMBL417016;17716;
C00244;Nitrate_Nitric acid;CHEMBL1352;48107;
C00245;Taurine_2-Aminoethanesulfonic acid;CHEMBL239243;15891;
C00246;Butanoic;CHEMBL14227;17968;
C00247;L-Sorbose_L-xylo-Hexulose;;48649;comment: Sorbose
C00249;Hexadecanoic;CHEMBL82293;15756;
C00250;Pyridoxal;CHEMBL102970;17310;
C00251;Chorismate_Chorismic acid;;17333;
C00252;Isomaltose_Brachiose;CHEMBL134478;28189;
C00253;Nicotinate_Nicotinic acid;CHEMBL573;15940;
C00254;Prephenate_Prephenic acid;;29934;
C00255;Riboflavin_Lactoflavin;CHEMBL1534;17015;
C00256;(R)-Lactate_D-Lactate;CHEMBL358850;16004;
C00257;D-Gluconic;CHEMBL464345;18391;
C00258;D-Glycerate_Glycerate;;16659;
C00259;L-Arabinose_L-Arabinopyranose;CHEMBL1357418;17535;comment: L-Arabinofuranose
C00262;Hypoxanthine_Purine-6-ol;CHEMBL1427;17368;
C00263;L-Homoserine_2-Amino-4-hydroxybutyric acid;CHEMBL11722;15699;
C00264;3-Oxoacyl-CoA;;15489;comment: Generic
C00266;Glycolaldehyde_Hydroxyacetaldehyde;;17071;
C00267;alpha-D-Glucose;CHEMBL1222250;17925;comment: D-Glucose
C00268;Dihydrobiopterin_6,7-Dihydrobiopterin;;20680;
C00269;CDP-diacylglycerol_CDP-1,2-diacylglycerol;;17962;comment: Generic
C00270;N-Acetylneuraminate_N-Acetylneuraminic acid;CHEMBL1234621;17012;
C00272;Tetrahydrobiopterin_5,6,7,8-Tetrahydrobiopterin;CHEMBL1201774;15372;
C00275;D-Mannose;CHEMBL402001;17369;
C00279;D-Erythrose;CHEMBL1232448;48153;
C00280;Androstenedione_Androst-4-ene-3,17-dione;CHEMBL2140059;16422;
C00282;Hydrogen_H2;;18276;
C00283;Hydrogen;CHEMBL1200739;16136;comment: The
C00286;dGTP_2'-Deoxyguanosine 5'-triphosphate;CHEMBL477486;16497;
C00288;HCO3-_Bicarbonate;;17544;comment: Dihydrogen
C00290;Fibrin;;5054;
C00291;Nickel;;28112;comment: Nickel
C00294;Inosine;CHEMBL1556;17596;
C00295;Orotate_Orotic acid;CHEMBL1235017;16742;
C00296;Quinate_Quinic acid;CHEMBL465398;17521;
C00299;Uridine;CHEMBL100259;16704;
C00300;Creatine_alpha-Methylguanidino acetic acid;CHEMBL283800;16919;
C00301;ADP-ribose_ADP-D-ribose;CHEMBL1161865;16960;
C00305;Magnesium;;18420;
C00306;Bradykinin;CHEMBL406291;;
C00307;CDP-choline_Cytidine 5'-diphosphocholine;CHEMBL1231700;16436;
C00309;D-Ribulose_D-erythro-2-Pentulose;CHEMBL1341376;17173;comment: alpha-D-Ribulose
C00310;D-Xylulose_D-threo-Pentulose;;17140;
C00311;Isocitrate_Isocitric acid;CHEMBL539669;16087;
C00312;L-Xylulose_L-threo-Pentulose;;17399;
C00313;Oxalyl-CoA;;15535;
C00314;Pyridoxine_Pyridoxol;CHEMBL1364;16709;
C00315;Spermidine_N-(3-Aminopropyl)-1,4-butane-diamine;CHEMBL19612;16610;
C00319;Sphingosine_Sphingenine;CHEMBL67166;16393;
C00320;Thiosulfate_Hyposulfite;;33539;
C00322;2-Oxoadipate_2-Oxoadipic acid;;15753;
C00323;Caffeoyl-CoA_(2E)-3-(3,4-Dihydroxyphenyl)prop-2-enoyl-CoA;;15518;
C00325;GDP-L-fucose_GDP-beta-L-fucose;CHEMBL1229250;13332;
C00327;L-Citrulline_2-Amino-5-ureidovaleric acid;CHEMBL444814;16349;
C00328;L-Kynurenine_3-Anthraniloyl-L-alanine;CHEMBL498416;16946;
C00329;D-Glucosamine_Chitosamine;CHEMBL234432;47977;
C00330;Deoxyguanosine_2'-Deoxyguanosine;CHEMBL68908;17172;
C00331;Indolepyruvate_Indolepyruvic acid;CHEMBL485012;29750;
C00332;Acetoacetyl-CoA_Acetoacetyl coenzyme A;;15345;
C00333;D-Galacturonate_D-Galacturonic acid;;12952;
C00334;4-Aminobutanoate_4-Aminobutanoic acid;CHEMBL96;16865;
C00337;(S)-Dihydroorotate_(S)-4,5-Dihydroorotate;;17025;
C00338;Lipopolysaccharide_LPS;;16412;
C00340;Reduced;;;
C00341;Geranyl;CHEMBL41342;17211;
C00344;Phosphatidylglycerol_3-(3-sn-Phosphatidyl)glycerol;;17517;comment: Generic
C00345;6-Phospho-D-gluconate;CHEMBL1230513;48928;
C00346;Ethanolamine;CHEMBL146972;17553;
C00350;Phosphatidylethanolamine_(3-Phosphatidyl)ethanolamine;;16038;comment: Generic
C00352;D-Glucosamine;CHEMBL2448885;15873;
C00353;Geranylgeranyl;CHEMBL1229266;48861;
C00354;D-Fructose;CHEMBL1089962;16905;
C00355;3,4-Dihydroxy-L-phenylalanine_L-Dopa;CHEMBL1009;15765;
C00356;(S)-3-Hydroxy-3-methylglutaryl-CoA_Hydroxymethylglutaryl-CoA;CHEMBL1794644;15467;
C00357;N-Acetyl-D-glucosamine;;15784;
C00360;dAMP_2'-Deoxyadenosine 5'-phosphate;CHEMBL1206239;17713;
C00361;dGDP_2'-Deoxyguanosine 5'-diphosphate;CHEMBL1232205;28862;
C00362;dGMP_2'-Deoxyguanosine 5'-monophosphate;CHEMBL477487;16192;
C00363;dTDP_Deoxythymidine 5'-diphosphate;CHEMBL259724;18075;
C00364;dTMP_Thymidine 5'-phosphate;CHEMBL394429;17013;
C00365;dUMP_Deoxyuridylic acid;CHEMBL211312;17622;
C00366;Urate_Uric acid;CHEMBL792;17775;
C00369;Starch_Glycogen;;28017;
C00371;Zeatin_N6-(4-Hydroxyisopentenyl)adenine;CHEMBL525239;16522;
C00372;Dextran_1,6-alpha-D-Glucan;;18269;
C00374;Heparin_Enoxaparin;;28304;
C00376;Retinal_Vitamin A aldehyde;CHEMBL81379;17898;
C00378;Thiamine_Thiamin;CHEMBL1547;18385;
C00379;Xylitol;CHEMBL1865120;17151;
C00380;Cytosine;CHEMBL15913;16040;
C00381;Dolichol;;16091;
C00383;Malonate_Malonic acid;CHEMBL7942;15792;
C00385;Xanthine;CHEMBL1424;17712;
C00386;Carnosine_Nalpha-(beta-alanyl)-L-histidine;CHEMBL242948;15727;comment: Dipeptide
C00387;Guanosine;CHEMBL375655;16750;
C00388;Histamine_1H-Imidazole-4-ethanamine;CHEMBL90;18295;
C00389;Quercetin_3,3',4,5,7-Pentahydroxyflavone;CHEMBL50;16243;
C00390;Ubiquinol_QH2;;17976;comment: Generic
C00392;Mannitol_D-Mannitol;CHEMBL689;16899;
C00394;GDP-glucose_GDP-D-glucose;CHEMBL228228;17383;
C00395;Penicillin_Penam;;17334;comment: Generic
C00397;Tobramycin_Nebramycin factor 6;CHEMBL1747;28864;
C00398;Tryptamine_3-(2-Aminoethyl)indole;CHEMBL6640;16765;
C00399;Ubiquinone_Coenzyme Q;;16389;comment: Generic
C00400;(-)-Menthol_L-Menthol;CHEMBL470670;15409;
C00401;Chondroitin_Chondroitin-D-glucuronate;;16137;
C00402;D-Aspartate_D-Aspartic acid;CHEMBL29757;17364;comment: L-Aspartate
C00406;Feruloyl-CoA_trans-Feruloyl-CoA;;15511;
C00407;L-Isoleucine_2-Amino-3-methylvaleric acid;CHEMBL1233584;17191;
C00408;L-Pipecolate_Pipecolinic acid;CHEMBL322883;30633;
C00409;Methanethiol_Methylmercaptan;;16007;
C00410;Progesterone_4-Pregnene-3,20-dione;CHEMBL103;17026;
C00411;Sinapoyl-CoA;;15540;
C00412;Stearoyl-CoA_Stearyl-CoA;;15541;
C00415;Dihydrofolate_Dihydrofolic acid;CHEMBL46294;15633;
C00416;Phosphatidate_Phosphatidic acid;;16337;comment: Generic
C00417;cis-Aconitate_cis-Aconitic acid;CHEMBL347285;16383;
C00418;(R)-Mevalonate_Mevalonic acid;CHEMBL1794734;17710;
C00422;Triacylglycerol_Triglyceride;;17855;comment: Generic
C00423;trans-Cinnamate_trans-Cinnamic acid;CHEMBL27246;15669;
C00424;(S)-Lactaldehyde_L-Lactaldehyde;;18041;
C00426;Dermatan;;18376;comment: Generic
C00427;Prostaglandin;CHEMBL1743209;15554;
C00429;5,6-Dihydrouracil_Dihydro-2,4(1H,3H)-pyrimidinedione;;15901;
C00430;5-Aminolevulinate_5-Amino-4-oxopentanoate;CHEMBL601;17549;
C00431;5-Aminopentanoate_5-Aminopentanoic acid;CHEMBL284116;15887;
C00433;2,5-Dioxopentanoate_2-Oxoglutarate semialdehyde;;17415;
C00434;;;;
C00435;Oxidized;;;comment: Generic
C00436;N-Carbamoylputrescine;;17902;
C00437;N-Acetylornithine_N2-Acetyl-L-ornithine;;16543;
C00438;N-Carbamoyl-L-aspartate;;15859;
C00439;N-Formimino-L-glutamate_N-Formimidoyl-L-glutamate;;18327;
C00440;5-Methyltetrahydrofolate;CHEMBL1221561;15641;
C00441;L-Aspartate;CHEMBL404100;13086;
C00445;5,10-Methenyltetrahydrofolate;;15638;
C00446;alpha-D-Galactose;CHEMBL1159526;17973;
C00447;Sedoheptulose;;17969;
C00448;trans,trans-Farnesyl;CHEMBL69330;17407;
C00449;N6-(L-1,3-Dicarboxypropyl)-L-lysine_Saccharopine;;16927;
C00450;(S)-2,3,4,5-Tetrahydropyridine-2-carboxylate_Delta1-Piperideine-6-L-carboxylate;;49014;
C00455;Nicotinamide;CHEMBL610238;16171;
C00458;dCTP_Deoxycytidine 5'-triphosphate;CHEMBL560403;16311;
C00459;dTTP_Deoxythymidine triphosphate;CHEMBL363559;18077;
C00460;dUTP_2'-Deoxyuridine 5'-triphosphate;CHEMBL374361;17625;
C00461;Chitin_beta-1,4-Poly-N-acetyl-D-glucosamine;;17029;
C00463;Indole_2,3-Benzopyrrole;CHEMBL15844;16881;
C00464;Mannan_Mannoglycan;;28808;
C00468;Estrone_3-Hydroxy-1,3,5(10)-estratrien-17-one;CHEMBL1405;17263;
C00469;Ethanol_Ethyl alcohol;CHEMBL545;16236;
C00470;Pectate_Pectic acid;;15446;
C00473;Retinol_all-trans-Retinol;CHEMBL986;17336;
C00474;Ribitol_Adonitol;CHEMBL1865120;15963;
C00475;Cytidine;CHEMBL2028065;17562;
C00476;D-Lyxose;CHEMBL1159661;16789;comment: alpha-D-Lyxose
C00479;Propanal_Propionaldehyde;CHEMBL275626;17153;
C00482;Sinapate_Sinapic acid;CHEMBL109341;15714;
C00483;Tyramine_2-(p-Hydroxyphenyl)ethylamine;CHEMBL11608;15760;
C00486;Bilirubin;CHEMBL501680;16990;
C00487;Carnitine_gamma-Trimethyl-hydroxybutyrobetaine;CHEMBL1620698;17126;
C00488;Formamide_Methanamide;CHEMBL266160;16397;
C00489;Glutarate_Glutaric acid;CHEMBL1162495;17859;
C00491;L-Cystine_L-Dicysteine;CHEMBL590540;16283;
C00492;Raffinose_Melitose;CHEMBL175500;16634;
C00493;Shikimate_Shikimic acid;CHEMBL290345;16119;
C00497;(R)-Malate_D-Malate;CHEMBL225986;15588;
C00498;ADP-glucose_ADP-alpha-D-glucose;CHEMBL227552;15751;
C00499;Allantoate_Allantoic acid;;17536;
C00500;Biliverdin_Biliverdin IX alpha;CHEMBL455477;17033;
C00501;CDP-glucose_CDP-D-Glucose;CHEMBL227515;28942;
C00502;D-Xylonate;;48093;
C00503;Erythritol_Erythrol;CHEMBL349605;17113;
C00504;Folate_Pteroylglutamic acid;CHEMBL1622;27470;
C00506;L-Cysteate_L-Cysteic acid;;17285;
C00507;L-Rhamnose_6-Deoxy-L-mannose;;62345;comment: alpha-L-Rhamnose
C00508;L-Ribulose_L-erythro-Pentulose;;16880;
C00509;Naringenin_4',5,7-Trihydroxyflavanone;CHEMBL9352;17846;
C00510;Oleoyl-CoA_(9Z)-Octadecenoyl-CoA;;15534;
C00512;Benzoyl-CoA_S-Benzoyl-coenzyme A;;15515;
C00513;CDP-glycerol;;17885;
C00514;D-Mannonate;;17767;
C00515;D-Ornithine;CHEMBL103686;16176;
C00517;Hexadecanal_Palmitaldehyde;CHEMBL1235338;17600;
C00519;Hypotaurine_2-Aminoethanesulfinic acid;CHEMBL1256480;16668;
C00521;(-)-Limonene_(-)-(S)-Limonene;CHEMBL236688;15383;
C00522;(R)-Pantoate_Pantoate;CHEMBL1794671;14737;
C00523;Androsterone_3alpha-Hydroxy-5alpha-androstan-17-one;CHEMBL87285;16032;
C00524;Cytochrome;;18070;comment: Heme
C00526;Deoxyuridine_2-Deoxyuridine;CHEMBL353955;16450;
C00527;Glutaryl-CoA;;15524;
C00530;Hydroquinone_p-Benzenediol;CHEMBL537;17594;
C00532;L-Arabitol_L-Arabinol;;18403;comment: D-Arabitol
C00533;Nitric;CHEMBL1200689;16480;
C00534;Pyridoxamine_PM;CHEMBL593019;16410;
C00535;Testosterone_17beta-Hydroxy-4-androsten-3-one;CHEMBL386630;17347;
C00536;Triphosphate_Triphosphoric acid;CHEMBL1230191;18036;
C00540;Cinnamoyl-CoA_S-(Cinnamoyl) coenzyme A;;15463;
C00541;Cob(II)alamin_Vitamin B12r;;16304;
C00543;Dimethylamine_(CH3)2NH;CHEMBL120433;17170;
C00544;Homogentisate_Homogentisic acid;;16169;
C00545;L-Arabinonate;;16501;
C00546;Methylglyoxal_Pyruvaldehyde;CHEMBL170721;17158;
C00547;L-Noradrenaline_Noradrenaline;CHEMBL1437;18357;
C00550;Sphingomyelin;;17636;comment: Generic
C00552;meso-Tartaric;CHEMBL225983;15673;
C00555;4-Aminobutyraldehyde_4-Aminobutanal;CHEMBL2261442;17769;
C00558;D-Tagaturonate_D-Tagaturonic acid;;17886;
C00559;Deoxyadenosine_2'-Deoxyadenosine;CHEMBL449329;17256;
C00565;Trimethylamine_(CH3)3N;CHEMBL439723;18139;
C00566;(3S)-Citryl-CoA;;15459;
C00568;4-Aminobenzoate_ABEE;CHEMBL542;17836;
C00570;CDP-ethanolamine_Cytidine diphosphate ethanolamine;;16732;
C00573;Keratan;;;
C00575;3',5'-Cyclic;CHEMBL316966;17489;
C00576;Betaine;CHEMBL1231491;15710;
C00577;D-Glyceraldehyde;;17378;
C00580;Dimethyl;CHEMBL15580;17437;
C00581;Guanidinoacetate_Guanidinoacetic acid;CHEMBL281593;16344;
C00582;Phenylacetyl-CoA_Phenylacetyl coenzyme A;CHEMBL3526286;15537;
C00583;Propane-1,2-diol_1,2-Propanediol;CHEMBL286398;16997;
C00584;Prostaglandin;CHEMBL548;15551;
C00587;3-Hydroxybenzoate_3-Hydroxybenzoic acid;CHEMBL65369;16193;
C00588;Choline;CHEMBL1235161;18132;
C00590;Coniferyl;CHEMBL501870;17745;
C00593;Sulfoacetaldehyde_2-Sulfoacetaldehyde;;17717;
